Sequence,Score
5/2/X6/XXX5/4/X99,209
9/-/XXX2/XXX8/3,213
3/4/5/X9/6/X2/4/1/9,169
XX8/X7/9/2/-/X3/3,182
-/XX4/9/-/XX1/2/2,178
-/8/9/9/X4/XXXX78,228
-/XXXX2/2/X3/X61,211
XX5/3/X3/5/3/3/X83,180
X4/X3/-/4/XXXX64,210
X1/XX9/XXX-/8/3,210
X1/XX1/XX2/XX66,211
X2/5/XX1/XX-/5/1,182
9/3/X7/9/XXX4/7/6,199
XX-/X6/3/X7/3/X46,186
9/X9/X3/X4/3/-/X12,176
XXX7/X3/XX1/3/3,204
6/XX8/X-/X-/5/X610,207
X6/3/XX5/XXXX35,219
X8/XX5/X8/X4/X105,202
6/5/X9/X4/4/X4/9/5,183
-/6/XXX-/6/XXX46,216
-/3/3/XXX6/XX2/10,196
-/1/XXXX3/7/XX1010,205
1/3/4/2/X6/8/X6/9/8,174
XX3/8/9/X5/X4/X62,198
X6/1/XX6/XX5/X23,197
X7/1/X3/1/X1/XX19,183
8/X1/7/3/7/6/1/XX101,168
XX4/5/-/1/7/-/1/X48,160
XX8/8/XXX9/-/9/7,211
X2/XXXX1/X8/X49,224
X6/XX1/X3/6/X1/0,187
X7/X2/4/X8/X5/X65,195
4/X5/-/4/8/XX3/9/2,176
XX5/X6/XXX5/X27,219
XX6/8/X5/8/XX9/10,203
XXXX8/4/1/-/X2/3,196
XXX4/X3/1/XXX01,206
3/5/3/9/XX1/X6/4/8,180
3/4/6/XXXXX3/3/3,209
XX1/1/5/9/X5/-/X31,170
XXXX3/X6/X9/X68,227
-/XXX6/XXX5/2/3,216
-/8/XXXXXX9/X210,243
5/6/XX2/3/X9/XX78,203
XX8/X3/XX-/-/8/0,186
1/X1/4/XX5/5/9/X75,195
X8/-/3/9/9/X5/X6/2,173
X7/XXX9/4/3/X2/8,204
6/-/X1/XXXXX-/7,217
X4/8/7/8/4/8/1/9/X610,179
X6/8/X3/XXXX2/1,211
9/XXX8/6/XX4/8/8,214
XXX5/5/4/XXX5/9,218
2/-/2/6/8/5/X2/1/X48,164
-/XXXXX2/XXX88,256
XXXX8/4/X9/9/7/1,209
X2/7/-/X4/6/X7/7/3,173
XX3/4/X3/X2/5/6/1,179
8/X3/8/XX1/X8/X108,199
X4/6/8/X6/5/7/X9/3,179
XXX2/X5/XXX3/2,217
XX6/XX5/6/8/XX72,211
XXXX4/XX1/XX06,221
3/9/6/-/6/6/X1/XX64,183
9/X6/X5/5/X8/X5/7,192
XXX1/8/3/XX7/4/7,200
XXXX8/X7/X5/9/2,219
X8/4/XX4/X7/X6/2,190
XX5/9/7/4/-/X9/4/8,177
X3/3/7/X9/XXX3/7,200
4/XX6/-/5/4/XX3/8,186
XXXXX4/X8/XX60,236
XXXXX7/5/X2/7/4,223
8/XXX9/-/2/XXX03,204
-/XX2/XXX-/X6/9,211
-/XX1/-/3/6/X-/X07,177
5/7/X6/4/XXXXX02,213
8/XX8/8/9/4/X9/X13,193
X6/X7/X7/1/X-/-/3,174
X-/3/5/X-/8/X9/3/9,178
XXXXX3/4/X9/X41,222
XX2/XX1/X8/X1/1,194
X8/X1/XXXXXX24,238
-/4/X2/XXXXXX56,240
XXXX2/8/XX4/6/8,218
9/X-/7/XX6/-/7/X102,184
X8/-/8/X8/XX2/8/4,182
-/X8/9/X6/X7/X8/2,191
2/7/9/1/1/XXXX9/6,203
XX-/5/1/7/4/XX5/5,177
4/X9/X8/7/X7/1/9/10,179
XX9/8/4/X-/X7/X68,205
3/X4/X3/X2/XX5/9,204
X2/XXXXXXX-/3,243
X1/X2/XXX9/XX29,222
3/XX-/X1/2/3/5/5/8,173
4/7/XX1/7/9/XXX20,198
2/XXXXXX3/5/X27,237
4/XX3/6/X1/X2/3/6,188
9/1/8/X2/-/X2/8/9/1,167
9/X5/5/-/3/X7/X9/4,172
XXX3/XX3/7/XX93,224
9/9/5/6/XXX5/6/5/1,187
4/X-/6/-/X-/X9/4/7,177
XXX9/-/6/4/XX3/7,199
7/4/5/2/X2/XXX7/2,190
XX3/2/-/X2/X9/X07,182
XXX3/X7/XX-/X09,212
5/5/1/-/XX2/X6/X04,172
3/X6/X7/7/X-/X-/6,193
1/1/X4/-/3/5/-/X7/2,151
9/8/XX9/2/XX8/X67,210
XXX8/X1/6/XX7/10,213
1/4/9/X2/XX1/X5/6,190
5/2/XXXX1/8/XX51,212
X6/X7/1/XXXXX35,222
X-/X5/9/X6/9/3/2/10,175
X1/-/7/X8/9/X9/X510,188
-/5/XX2/XX6/X9/7,200
X1/2/8/9/XXXX2/6,207
XXXX-/XX2/-/X07,209
X1/5/XX6/X5/7/-/1,179
X2/XXXX2/XXX96,246
-/4/X8/3/X2/-/-/8/6,161
X4/XXXX4/7/2/X73,213
8/3/X8/XX3/X1/1/5,182
XX9/2/X4/2/1/9/9/7,179
XX6/X1/X9/3/4/1/1,175
XXXXX-/XX3/X19,233
-/X9/XXX1/XX-/0,201
6/XXXX8/3/X4/4/7,212
X9/3/X4/X1/4/3/6/8,174
9/XXX5/7/XXXX88,246
7/7/XX7/4/X7/7/8/1,184
X5/X1/XXX4/1/X89,212
7/4/X7/9/9/-/X8/-/10,164
XX4/6/3/XX-/XX73,200
2/-/4/5/XX4/2/X1/2,167
X9/X7/X-/2/-/X3/1,173
XX-/X1/XXX3/9/7,209
8/X3/XXX7/8/8/7/2,202
3/9/8/5/X8/XX4/-/2,178
XXXX8/6/X7/7/-/1,202
XX-/7/-/-/9/3/2/4/5,150
X9/6/6/X6/-/8/7/X68,181
XX7/XX9/-/1/XX11,190
X-/X6/X8/X-/XX00,190
X5/X6/XXXXXX05,235
-/X9/XX6/3/2/9/7/5,182
5/2/X6/7/XX6/X5/8,193
XX5/9/-/X1/9/XX810,209
5/X6/XXXXX-/2/10,214
XXX7/XX9/XXX110,231
XX9/5/3/2/-/9/5/1/2,156
X6/8/4/X6/6/3/3/6/2,162
1/XXX2/9/XXX5/5,221
8/XX-/XXXX-/X110,214
X4/XX7/X4/7/2/X108,196
4/XXX7/XX3/XX410,224
XXXXXXX1/XX38,255
3/6/6/5/-/6/XX3/2/1,159
9/9/XXXXX3/X9/10,224
3/7/9/X9/4/XXX-/6,196
X3/6/-/XXXX6/3/4,199
XXXX1/6/XX6/X66,225
XXX7/4/5/9/1/9/4/6,185
XXX4/X2/5/-/9/X78,203
X3/XX1/X9/2/X2/4,187
8/X2/5/XXXXX7/0,222
5/XX8/X1/3/4/XX42,195
X4/9/XX8/XX8/-/8,203
9/XXX4/2/X5/XX34,206
X7/6/XX6/X1/XX610,212
4/1/3/X2/6/-/XXX24,178
XXXX8/4/XX6/4/7,219
X6/8/XX-/5/4/X4/4,181
7/X7/XXXX8/XX710,241
9/7/X-/2/X6/X7/X30,182
X9/-/5/XX9/X8/X103,189
4/XXX-/X5/XXX09,219
4/XXX3/XX-/5/-/2,190
9/4/XXX6/XX5/7/1,203
XXXXX7/X3/7/2/5,221
X6/9/6/6/XXXX9/9,219
X3/X5/-/XXXX5/10,207
XX6/9/XX3/9/X-/9,206
8/4/8/7/X9/8/3/4/X910,184
X1/X1/XX8/6/7/X18,200
1/XX1/X-/-/2/X5/10,175
X6/6/8/XX6/XXX79,223
XX3/7/1/5/7/1/4/X47,169
-/XX4/X-/6/XX-/1,191
-/7/4/9/3/XXXXX36,215
7/XX9/2/XXX-/X210,207
-/X4/X7/9/8/XX3/6,196
X2/1/3/XX4/X2/X410,188
XX9/1/X4/XX9/9/5,203
X3/XXXX7/XXX37,240
7/XXXXXX8/XX11,241
X1/XX4/6/5/3/X8/10,180
X5/X1/X1/X-/X7/6,196
X4/3/9/X-/X1/7/1/6,176
X1/X-/XXX9/3/X96,217
6/6/X9/XX9/XX2/0,197
9/9/2/7/X7/X1/X4/1,179
4/XX6/XXX5/XX85,232
XXX-/X7/8/X6/6/8,202
5/X7/7/-/1/XX9/3/4,174
X2/XX7/4/9/8/XX15,195
-/-/5/X-/X9/X6/X38,186
3/X4/7/3/5/1/8/1/X85,168
3/9/X5/2/-/2/8/4/5/1,151
X5/1/X7/-/X1/XX28,183
X9/-/3/6/XXXX1/6,196
2/-/3/1/XXXX2/4/4,184
8/XXXX2/5/7/X3/8,212
XXX7/X-/4/8/9/X05,203
X-/6/XX2/2/5/7/X77,186
X7/XXX3/1/-/6/X00,180
X4/6/X3/XXXX2/7,215
XXXX6/XX3/7/5/5,216
X1/X6/XX7/4/3/3/8,185
XXXXX1/9/X7/7/3,220
X2/-/XX5/XXX3/4,202
2/XXXX5/X5/X1/7,222
XX9/X4/XXXX3/0,222
X4/XX9/XX-/3/X04,196
1/X6/1/X1/XX7/X96,203
3/9/XXX7/X6/4/X00,200
XXXXXX1/XX3/9,243
X-/XXX7/XX9/X30,219
3/4/X-/XX4/X7/9/10,189
XXX5/XX9/3/3/8/4,202
X7/3/9/6/X-/6/X-/4,178
5/2/X7/3/XXXXX20,209
4/7/XXX8/XXX2/5,222
X8/X4/4/XXX1/X32,200
-/6/X8/X2/XXX2/0,198
8/X5/XXXX6/-/X43,213
X6/9/6/XXX9/X8/2,206
2/6/XXXX7/X4/6/3,212
9/X5/4/2/X4/X9/X89,193
-/5/3/X9/X-/X-/X12,181
XXX5/8/3/XXXX100,219
9/5/X8/X-/XXXX03,208
9/X2/X5/X-/X4/X101,193
XXXXXXX-/XX23,247
X3/XXX6/X7/2/5/5,198
2/3/X4/1/X3/XX4/6,184
XX5/X4/7/XXXX32,220
X5/XXX4/X5/X2/9,213
XX6/4/XX4/3/3/8/3,181
XX2/X-/-/1/6/8/X87,182
3/XXXX1/1/6/3/3/5,189
8/1/2/X5/XX1/XX26,184
XXX9/7/X3/XX5/9,220
X7/XX7/4/XX2/X58,206
X1/7/X8/9/XX8/4/2,190
X6/3/XX-/X4/X6/6,189
X3/X7/5/5/5/8/X1/5,178
-/1/X6/X8/XX3/X48,196
2/7/7/X7/XX1/7/X42,188
XX4/XXXX9/X2/3,226
2/-/XXXXXXX6/3,239
X8/X5/6/6/3/5/XX08,178
XXXXX8/8/XX4/0,230
6/5/6/6/X4/6/1/3/8/10,157
XX8/1/3/XXX3/-/0,185
-/XXXXXXXXX34,270
XX5/X7/X6/XX-/5,200
X8/X6/6/XX5/X4/8,199
6/XX9/8/8/-/2/XX58,195
3/4/3/3/1/XXXX9/2,192
X-/X4/4/1/7/8/7/7/9,173
XXX7/5/XX1/7/1/5,196
XX3/XX2/8/6/2/X45,190
X2/X1/7/4/3/X7/3/5,172
X9/X3/X1/1/9/X6/1,181
2/9/X1/4/X6/X3/X24,189
-/7/XXX4/X6/8/2/4,195
9/XXX2/X4/XXX23,219
2/4/6/2/4/X1/X6/6/0,162
XXX8/X9/XX1/X48,221
7/XX-/XXX3/2/2/8,195
6/6/X7/5/XX5/8/X58,197
XX5/X5/XX-/9/3/10,189
3/2/XX4/6/7/4/-/X40,167
X6/-/X1/XXXXX96,234
XX1/XXX2/1/5/2/1,182
XX5/XX5/X8/XX53,213
XX-/XX3/X2/XX43,204
XX7/XXXXXX2/8,247
XX7/1/XX3/X1/X109,202
XXX-/4/4/X7/4/2/3,177
XXX3/X8/5/XXX45,221
-/8/-/XXX9/XX1/0,198
9/X1/4/XX6/-/XX49,197
X4/2/5/7/1/9/X2/5/4,163
X1/XXXX9/XX6/0,225
2/XX1/X8/8/XX-/2,191
7/X4/XX6/-/7/X7/8,191
X9/3/X9/XX8/4/X70,192
8/XX5/XXXX7/X53,230
3/9/5/-/5/X2/X7/9/10,170
1/8/XXXX9/7/6/X104,216
X6/7/9/X8/X4/XX87,209
XXXX1/6/XXX9/0,226
-/X1/XX9/1/XX9/10,201
X7/8/XXXX-/9/5/2,204
1/7/6/5/X8/XX2/X02,182
XX8/7/9/X7/4/-/X102,182
-/1/XX3/1/X3/X6/8,183
XX4/X8/XX8/XX93,223
X6/XXX3/8/X7/4/0,195
6/XXX7/XXX1/7/8,223
8/X-/9/XX5/X9/X610,208
7/X9/XXX5/3/9/X07,204
8/XX4/3/8/3/7/XX86,197
1/2/9/XXX4/XX4/0,199
X8/-/XXXXXX8/9,237
5/XXX4/3/1/7/X4/9,194
X7/XX6/X3/7/X7/7,200
-/X9/X4/XXX7/X18,216
XXX8/3/-/XX8/X54,208
4/3/7/X9/1/3/XXX46,188
6/XXX4/XX8/X7/6,218
X-/XXXXXXX2/8,250
6/5/X7/7/2/2/5/2/9/7,159
XX2/XX6/X3/X8/6,204
X8/XXXX2/2/X1/10,206
8/X9/9/9/-/X2/4/X82,182
-/1/X1/9/8/9/5/XX104,179
4/XXXX6/XXX7/9,242
X4/XXXX5/3/XX69,229
X8/XX7/9/X6/5/5/8,194
XX3/8/9/9/X6/XX310,200
XXXXXXXX-/1/5,246
2/6/5/3/X6/2/XXX310,187
X2/X2/XX3/3/8/X08,192
-/1/XX6/5/2/X6/7/0,171
1/XX9/XXXX7/3/8,227
7/4/4/7/X2/6/4/X5/2,167
X9/1/XXXXXX3/9,233
XXXX6/XXX3/X57,241
3/9/4/7/7/5/XX2/X71,182
9/XXXX-/X6/3/X30,206
8/3/X-/X5/XX1/X85,197
XX8/3/8/5/5/X9/X109,190
XX2/6/1/XX-/XX40,187
X9/XX7/X9/XXX95,230
4/X1/3/XX4/4/XX103,187
XX9/XX4/5/XX6/2,206
8/X7/XX3/X2/9/X49,205
4/XX1/8/XXXX5/6,220
XX-/9/X5/3/4/3/X54,178
2/9/6/X6/X5/XXX94,217
-/2/6/-/X-/X7/2/X77,174
X8/9/-/6/5/9/2/5/1/4,151
X2/X-/XXX2/7/X42,205
XXX8/5/XXXXX79,256
5/8/XXXX5/7/X-/1,211
X6/2/XX2/4/4/XX106,181
XX9/8/6/X2/7/-/-/7,177
-/2/X3/XXX7/1/X106,198
3/X8/XXX4/8/9/X93,213
1/XXXX9/X4/X8/1,220
4/1/X1/4/8/XX3/X58,189
XXX7/XXX4/X3/10,223
XXXX7/6/5/X3/X77,222
3/1/1/4/6/X6/X7/X79,178
7/-/6/XX9/3/7/4/5/4,168
5/X4/4/X1/4/XX4/9,191
XX6/X2/X6/X4/X04,200
1/X2/-/3/XX6/7/X79,192
7/XX3/X1/1/4/-/X17,176
1/1/X2/XX3/9/XX68,203
XX6/6/6/X8/6/5/2/0,171
6/6/XXXX8/7/-/6/6,203
XX3/XXXXX7/8/0,228
X2/X9/X2/XXXX108,221
9/X9/3/X1/XX7/4/0,184
X3/9/1/5/X6/3/XX57,185
X1/X4/XXXXX5/3,228
-/-/5/3/3/XX8/1/X69,175
X9/1/-/2/1/XXXX109,186
X5/X8/6/7/3/9/1/X49,179
-/3/XX9/X8/XX6/7,205
9/7/XXX5/9/XX3/8,212
XXX5/X8/X9/X2/0,205
XXX6/7/2/X9/XX99,222
XXX-/XXX-/7/X92,218
XX1/X-/X9/7/1/X72,188
8/X6/3/X1/X6/XX410,197
2/9/X4/1/1/XX6/X19,187
2/XXXX6/-/X9/X74,217
XX2/9/2/X2/6/7/7/5,178
XX8/3/-/XX4/9/X45,193
X-/X5/X7/-/3/1/X102,168
1/9/X8/X2/XXX9/3,211
9/6/X9/X7/4/5/X6/2,177
8/X-/6/9/9/X3/2/X47,187
1/X8/5/XX8/XXX105,211
X9/X2/5/-/7/X4/4/10,168
X3/X2/XXXX9/X51,225
1/9/X9/6/2/9/5/7/X31,172
-/7/XX-/7/X6/8/X21,185
X3/1/X3/8/-/8/XX67,186
X1/XXX2/1/X2/X510,205
X1/X-/4/XX8/X3/7,199
6/XX7/XXX3/5/8/5,208
XX5/X9/5/XX2/-/3,185
X3/9/X4/7/9/5/X4/10,182
X3/X8/1/X8/-/XX31,178
4/6/X-/XX8/1/X3/5,190
X8/XX4/X2/2/5/2/6,179
XX8/5/5/7/XXXX910,234
XX9/3/XXX7/XX11,212
4/XXXXXX-/6/1/8,225
X4/9/4/X2/1/X9/1/2,167
XX9/XX6/X8/X-/10,207
2/XXXXXX1/X9/10,233
7/4/-/X7/-/7/3/XX76,174
8/8/XXX-/X7/7/3/7,195
4/XX2/XX8/X8/8/7,205
XX5/XXXX3/X2/2,220
XXX9/1/X7/X-/X010,202
8/XX7/X2/-/XX5/7,199
XXXXX5/XX7/1/0,223
XXX1/X3/XXXX99,248
6/2/XXXX7/X4/3/3,205
7/X3/2/9/9/-/XXX60,192
XX2/X3/X5/XXX104,209
8/X6/XXX6/XX8/9,223
XXXX7/5/X8/XX45,225
7/1/X8/XX4/XXX89,220
7/-/2/8/X1/4/X1/X73,174
XXXX8/X-/3/X6/3,214
X3/4/4/X2/8/XXX62,200
4/XXX-/XX2/5/6/8,201
5/XXXX-/X2/-/X50,205
X5/XXX8/XX7/X77,229
X8/XX9/9/XX5/X75,215
XX2/XX1/X8/X8/0,193
5/X8/XXX3/XXX87,236
3/3/X2/5/X9/3/6/9/0,166
XXX6/9/2/5/2/2/X28,186
X5/X8/XX4/4/4/X75,194
XXXXX8/1/XX9/4,232
XX8/X1/3/X7/X4/8,199
1/XXX-/3/XX5/-/8,196
3/9/1/8/X9/6/XXX31,191
X9/9/7/6/7/9/4/XX33,181
1/X4/6/X5/-/X4/X88,192
9/5/X6/X3/X8/9/1/8,183
XX9/6/X5/7/XX8/4,204
X3/XXX2/6/7/XX34,205
4/5/9/5/XXX3/6/X07,195
XX-/XX-/9/-/1/X92,181
X6/1/3/X9/5/XX3/8,180
-/X5/XXXX2/X-/8,220
XXX5/6/8/X2/1/3/3,186
6/6/X5/6/3/1/XXX95,199
XXXX8/-/X5/3/X11,203
8/6/9/XXXX-/1/3/3,192
X7/8/1/5/XXX7/X72,200
6/X4/X6/-/7/-/XX98,193
1/X3/8/1/3/2/7/5/X50,161
1/3/-/9/7/-/XXX4/4,177
1/X3/-/9/XX3/9/X53,189
2/5/7/5/6/-/X-/X5/3,166
-/XX2/4/5/X2/X3/10,183
6/XX-/X-/XX6/-/2,188
XXX7/XXXX3/5/10,227
4/8/8/X5/1/7/5/2/X09,170
XXXXXXXXXX03,273
-/X3/X-/X1/8/7/X30,188
X6/2/2/8/8/X9/5/X52,172
X7/XXX4/X2/XX1010,208
4/2/XX7/4/3/XX7/7,190
-/XX6/-/X1/-/2/6/8,172
XXXX2/X5/4/XX10,208
XXX1/2/XX-/-/X86,197
X2/6/-/1/6/5/2/8/3/4,145
XX5/X2/6/XXXX63,226
4/-/6/XXXX7/-/3/10,188
7/XX2/-/2/5/X4/9/3,171
XX8/X1/XX3/X6/1,202
XXXXXXXX6/9/1,256
2/8/5/X3/XXX9/X36,211
1/4/XXXXX4/8/2/3,211
1/7/3/XX7/X-/6/9/9,191
X-/6/XX7/-/6/6/X38,186
XX6/X7/X-/XX7/10,205
7/X-/X9/X4/X5/6/9,195
6/6/1/X5/X-/2/4/9/4,166
X-/5/X2/XXX9/2/6,202
XX3/XXXXXX1/7,241
X9/1/5/1/XX9/XX53,189
XXX8/XXXX9/X410,247
X9/X6/6/9/XX7/X11,194
XX7/XX9/XX4/X97,226
5/-/X3/3/XXX5/X55,198
-/X7/7/2/XXX9/8/0,196
2/X7/X8/1/XXXX11,204
X5/XXX2/8/5/5/-/8,188
XX5/2/X8/4/3/1/X54,174
X5/X8/4/8/6/3/3/X43,171
6/-/X2/5/XXX6/8/3,192
8/X3/-/XX6/XX6/10,194
X-/XX-/4/1/XXX91,204
1/8/XXX4/9/X6/8/8,207
X1/9/X3/9/X9/X7/4,192
X6/XX2/X5/6/5/5/0,178
2/8/XX4/XX2/XX96,218
XXXX1/X9/X7/2/3,206
X5/6/X6/XX8/X5/2,196
XXXXX7/2/X1/X110,223
3/X7/8/X3/XXX9/3,210
-/5/1/X5/X1/1/X4/9,176
2/2/8/6/3/X7/6/9/7/6,167
XXX4/XX5/4/9/7/7,206
XXX1/X5/-/XXX25,210
X2/X5/2/1/5/XXX810,204
-/XXX2/X-/X5/2/9,203
X5/1/8/X7/-/X2/X35,177
5/X6/4/5/X5/XX-/6,185
XX2/3/XX2/1/-/X510,180
X5/XXX1/8/XXX21,214
2/X4/-/XXX7/5/9/3,194
1/XX4/9/1/X7/X1/0,184
X-/4/XXX9/XXX18,223
X5/XX2/XXXXX67,241
XX-/XX3/X5/XX610,213
X7/X9/6/3/XXXX96,223
X6/XX8/X7/XX8/8,214
1/8/XXXX4/X-/X59,226
X8/6/8/XXXXXX84,244
1/7/XXXX9/XXX11,229
XXX4/-/XX8/X6/3,205
6/6/5/X1/6/-/X7/X05,172
XX1/XXX9/9/6/2/4,201
X3/3/X9/6/X7/XX56,195
9/X3/XX9/X3/2/6/7,194
6/-/X7/XX6/XX4/4,194
XXX3/X9/3/5/-/X74,192
XXXXX3/2/5/8/X28,218
4/7/X-/XX8/XXX61,218
3/7/7/X9/1/X2/X6/0,175
XXXX6/8/6/XXX53,233
5/7/X3/1/3/X2/XX15,178
4/5/7/2/9/XXX7/4/10,186
XXXX9/7/4/7/X2/6,213
7/X9/X6/X7/XX-/3,193
6/-/5/XX5/XX1/2/8,181
5/X7/1/7/X-/XX5/2,185
XXX4/9/-/2/3/XX32,186
2/4/2/-/1/XXX8/7/1,173
7/4/XX5/1/XX4/X610,198
2/6/X7/X4/6/-/1/5/1,159
8/3/5/X7/X3/XXX69,209
X1/XXX4/8/X5/1/8,201
XX3/X-/5/7/7/XX68,202
XXX4/XXX6/6/X96,231
7/1/-/XX3/2/XXX28,188
7/-/6/XX6/1/4/X2/7,174
XXXXX8/4/-/7/2/6,207
X3/XXXXX3/X4/3,226
X8/XXX7/X7/X5/6,213
X4/4/8/X5/X3/XX34,192
9/X9/-/XXXX-/X710,216
XX8/3/XX8/5/XX01,195
1/7/X5/XXX5/3/X15,201
X5/X3/1/9/6/9/XX45,188
3/5/XX7/8/XXXX39,225
XX7/X6/3/7/3/X9/8,188
X1/X9/XX9/X9/X01,200
XXX-/X8/X7/X8/4,204
XX3/1/7/-/XX1/1/5,168
2/1/XXX2/X7/X1/10,195
X1/XXXX4/8/X2/4,216
XXXXX7/7/X2/X93,236
1/XXX4/X-/X3/X63,213
1/6/4/XXX9/5/XX510,211
XX9/X3/2/X8/X4/8,199
6/5/X3/XX5/X7/4/2,186
4/7/9/4/X5/X6/X3/5,185
3/X6/XXXXXX3/0,233
-/9/XXX-/6/7/X1/0,192
X7/X7/XX7/XXX44,219
X2/XX-/2/XXX8/6,206
X-/XX3/X6/X5/6/6,195
3/2/3/8/4/7/8/XX7/10,171
XXXXXXX1/XX58,259
-/6/XX8/XX4/XX93,219
X-/XX8/-/XXX-/2,200
XX5/9/-/9/XXXX23,210
4/3/X7/X6/-/XXX83,202
-/X1/9/XX1/XX4/6,200
1/9/9/-/4/6/2/1/XX35,162
9/7/4/6/X4/6/X9/X107,182
8/XXX8/7/X2/X7/10,207
XXXXXX9/3/8/9/2,231
7/8/1/X3/X3/XX1/8,188
XX4/X-/6/XX3/X410,203
6/X6/7/1/XX3/-/X21,174
3/X8/XX2/X2/X3/7,199
X-/X3/7/2/-/7/8/X26,172
9/5/7/6/X6/X2/XX14,184
X6/XXXX8/X6/8/1,217
XX4/X7/X9/X-/X70,201
X7/6/8/X5/XX7/X22,195
6/1/8/X1/3/6/X-/X65,179
8/XX3/8/4/5/X6/X99,198
3/X2/XX7/6/-/X3/1,184
XX5/XXXX-/XX20,219
6/X7/6/XX9/3/XX55,203
8/3/X7/XX1/XX1/5,190
8/X8/6/XX3/6/XX66,203
X2/6/3/8/XX3/1/1/10,164
X6/X6/XXXX8/2/6,216
X8/XXXX2/XX5/9,226
X9/9/XXX5/XX8/2,214
X2/2/XXXXXXX34,242
X6/XX6/XXXXX96,250
X4/2/3/6/5/7/-/1/X21,147
XX5/6/9/3/9/9/XX106,190
-/X4/1/2/5/XXX-/2,180
XX3/X7/3/X2/X4/0,186
-/X1/8/9/XX2/1/4/8,182
XXXXXXX2/7/9/6,244
8/XXX5/XXXX8/3,236
X6/XXX1/XX1/X210,208
X4/XX1/4/X4/X3/8,193
X3/9/9/7/3/X4/1/5/3,167
-/X6/X9/6/6/XX9/10,193
7/XX1/X5/1/X2/X32,187
XXX9/XX2/X2/4/7,212
XXX4/9/X1/2/5/-/8,188
6/XX7/1/7/-/3/5/3/8,164
XX2/X9/XX8/9/X79,215
1/X7/XXX7/X5/7/9,213
X7/-/1/XX4/X2/8/1,174
XXX7/-/XXX-/X77,221
8/2/2/7/X5/X7/1/2/6,160
2/8/X4/9/X3/5/8/2/6,178
7/-/XXXX6/XX7/10,215
X7/1/XXXXXXX110,236
1/X-/XX8/X-/X-/2,200
6/8/3/7/XXXXX3/1,212
4/6/2/XX5/6/1/8/X109,179
2/3/XX4/1/XX9/X22,191
X7/XXX9/8/XX6/6,219
7/X8/XX8/XXXX16,226
X1/XXX2/8/XXX31,217
7/8/XXX2/X9/XX81,217
6/5/4/4/X6/1/9/XX99,190
-/XX6/-/7/X8/1/X57,186
4/X6/6/6/-/4/8/4/X13,162
6/X3/X5/X8/8/X-/4,192
XX5/7/XXX4/X-/1,207
3/X4/9/XX8/1/X6/3,191
7/XXX9/XXX4/3/1,217
4/XXX3/2/XXX7/5,217
1/XX3/4/5/X1/5/1/9,177
XXXX6/XX-/X1/1,217
XX9/1/1/XX5/XX10,188
7/XXXX1/7/X8/X410,218
9/XXX6/4/-/X8/X33,196
3/7/X2/9/X2/7/2/X95,189
4/X1/4/X5/X7/4/X66,190
6/X4/X5/XX9/8/X910,217
1/7/4/XXXXXX8/3,232
7/X5/7/4/9/X5/X8/5,185
8/XXXX7/3/X1/2/5,207
6/7/5/XXX9/5/XX46,210
-/XX7/7/XX7/3/1/7,192
6/XX2/X8/3/X7/X106,193
8/2/5/XXX2/4/6/1/4,174
XX7/X3/X8/5/1/X24,189
4/6/2/X4/7/X8/XX35,186
5/XX1/XX-/XXX75,220
-/X6/X-/X9/X-/8/10,190
5/7/XXXX3/8/XX93,229
3/3/1/6/1/7/8/4/-/2/3,135
-/7/X5/6/5/8/-/8/2/9,165
X8/6/XXXX6/XX85,233
8/5/X5/X3/7/XX-/10,184
XX2/2/8/9/2/X1/X98,190
3/XXXXX3/7/4/-/6,210
X7/X4/X6/9/4/4/X29,188
5/XX9/1/X9/X5/X84,202
5/XXXXXXX2/X37,252
X7/XXX1/X8/X3/1,202
3/XX8/X3/5/8/7/8/3,189
X-/XXXX7/XX3/4,224
6/X-/6/2/XXX9/-/3,190
XX7/X5/X8/XX-/0,197
6/6/5/X1/XXXXX70,225
X7/X5/X4/5/2/XX23,184
XX6/X7/8/1/1/8/X11,176
8/8/X3/2/XXX5/X80,203
X5/X5/9/X3/X9/X74,200
XXXXX3/XX1/X40,228
XXXX7/2/XX2/6/2,209
2/X1/X-/XX3/8/X81,200
4/X4/XX7/XXXX71,232
1/-/X5/XX-/XXX58,208
-/5/X3/8/X6/7/7/X49,190
1/X9/8/1/X9/9/X8/8,186
-/XX4/9/9/X1/XX14,198
XX-/7/X6/X7/7/X108,194
9/1/X2/X5/X-/X1/0,181
4/4/XXX4/XX8/X91,216
1/7/3/1/3/XXXX3/7,194
9/9/3/X5/5/X9/6/X34,180
XX9/1/X1/X3/X6/0,190
3/X5/XX4/4/9/4/X97,197
X5/7/-/XXX9/XX101,200
6/X6/X-/6/7/XXX62,207
XX1/XX7/XXX9/5,222
XX5/XX7/2/XX2/6,202
X6/X6/9/6/X9/6/3/7,181
8/2/X9/6/7/X5/XX96,199
6/8/7/2/X-/6/X9/5/10,170
X8/3/XX6/3/8/X1/4,184
XX3/9/XX3/X2/X45,204
1/8/X5/6/3/5/3/XX42,175
4/8/X8/7/8/XXXX34,213
X8/9/6/X-/3/4/XX19,183
X8/XX5/1/2/5/X4/8,181
XX9/X9/8/X1/7/X53,202
X2/X-/X-/XX-/X37,200
5/8/X9/XX8/5/X3/8,199
